Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,City,Age,Category,Product Name,Unit Price,Quantity,Gross Sales,Discount (%),Sales,Cost,Profit,Profit Margin (%),Payment Method,Customer Rating,Returned,Month,Month Name,Quarter,Weekday,Age Group
ORD-014671,2025-07-30,2025-08-05,Standard Class,C-1791,Jennifer Patel,Consumer,East,Boston,31,Home & Kitchen,Nespresso Vertuo,81.06,2,162.12,10.0,145.91,94.65,51.26,35.13,Debit Card,3.2,0,7,July,3,Wednesday,26-35
ORD-014672,2025-07-30,2025-08-05,Standard Class,C-1031,Jennifer Kim,Consumer,West,San Francisco,31,Clothing,Under Armour T-Shirt,221.25,2,442.5,10.0,398.25,223.64,174.61,43.84,Apple Pay,5.0,0,7,July,3,Wednesday,26-35
ORD-014673,2025-07-30,2025-08-03,Second Class,C-1789,Patricia Jones,Home Office,Central,Chicago,25,Home & Kitchen,Breville Espresso,381.04,2,762.08,0.0,762.08,511.25,250.83,32.91,PayPal,3.2,0,7,July,3,Wednesday,18-25
ORD-014674,2025-07-30,2025-08-05,Standard Class,C-1176,David Garcia,Consumer,West,Seattle,42,Electronics,MacBook Air M3,1039.95,2,2079.9,10.0,1871.91,1307.37,564.54,30.16,Credit Card,4.1,0,7,July,3,Wednesday,36-45
ORD-014675,2025-07-30,2025-08-05,Standard Class,C-1764,Sofia Miller,Home Office,South,Atlanta,45,Food & Grocery,Quinoa 2kg,56.86,3,170.58,0.0,170.58,98.23,72.35,42.41,Credit Card,4.5,0,7,July,3,Wednesday,36-45
ORD-014676,2025-07-30,2025-08-05,Standard Class,C-1322,Susan Lee,Home Office,South,Atlanta,32,Clothing,H&M Hoodie,57.82,1,57.82,0.0,57.82,30.84,26.98,46.66,PayPal,3.2,0,7,July,3,Wednesday,26-35
ORD-014677,2025-07-30,2025-08-05,Standard Class,C-1942,Omar Lee,Consumer,South,Atlanta,52,Clothing,New Balance 574,211.28,1,211.28,0.0,211.28,117.11,94.17,44.57,Credit Card,5.0,0,7,July,3,Wednesday,46-55
ORD-014678,2025-07-30,2025-08-03,Second Class,C-1895,Mary Davis,Consumer,Central,Houston,18,Food & Grocery,Whey Protein 5lb,27.29,2,54.58,0.0,54.58,35.25,19.33,35.42,PayPal,3.2,0,7,July,3,Wednesday,18-25
ORD-014679,2025-07-30,2025-08-05,Standard Class,C-1338,Michael Reddy,Consumer,South,Atlanta,30,Clothing,Adidas Ultraboost,215.24,1,215.24,0.0,215.24,139.42,75.82,35.23,Credit Card,3.5,0,7,July,3,Wednesday,26-35
ORD-014680,2025-07-30,2025-07-30,Same Day,C-1290,Priya Garcia,Consumer,Central,Chicago,40,Home & Kitchen,Dyson V15 Vacuum,595.86,1,595.86,0.0,595.86,384.97,210.89,35.39,Bank Transfer,4.4,0,7,July,3,Wednesday,36-45
ORD-014681,2025-07-30,2025-07-30,Same Day,C-1650,James Kumar,Consumer,West,San Francisco,48,Food & Grocery,Dark Chocolate 70%,45.88,2,91.76,5.0,87.17,50.61,36.56,41.94,Credit Card,4.2,0,7,July,3,Wednesday,46-55
ORD-014682,2025-07-30,2025-08-01,First Class,C-1750,Mary Jones,Consumer,West,Los Angeles,72,Electronics,Logitech MX Keys,1761.3,1,1761.3,5.0,1673.23,1192.49,480.74,28.73,Credit Card,3.2,0,7,July,3,Wednesday,56+
ORD-014683,2025-07-30,2025-08-05,Standard Class,C-1130,David Jones,Corporate,West,Seattle,41,Electronics,LG 27in 4K Monitor,972.55,4,3890.2,30.0,2723.14,2711.91,11.23,0.41,Apple Pay,3.6,0,7,July,3,Wednesday,36-45
ORD-014684,2025-07-30,2025-08-05,Standard Class,C-1968,John Jones,Consumer,West,Seattle,48,Clothing,Gap Hoodie,168.35,1,168.35,20.0,134.68,95.03,39.65,29.44,Debit Card,4.4,1,7,July,3,Wednesday,46-55
ORD-014685,2025-07-30,2025-08-05,Standard Class,C-1164,Jennifer Brown,Corporate,Central,Dallas,53,Beauty & Health,Garnier SPF 50,215.89,5,1079.45,0.0,1079.45,656.09,423.36,39.22,Credit Card,4.0,0,7,July,3,Wednesday,46-55
ORD-014686,2025-07-30,2025-08-05,Standard Class,C-1642,Robert Patel,Corporate,West,San Francisco,35,Books & Media,Thinking Fast Slow,40.65,1,40.65,10.0,36.59,16.99,19.6,53.57,Credit Card,3.8,0,7,July,3,Wednesday,26-35
ORD-014687,2025-07-30,2025-08-03,Second Class,C-1011,Omar Patel,Corporate,East,Philadelphia,34,Beauty & Health,Biotin Supplements,424.42,1,424.42,25.0,318.31,231.98,86.33,27.12,PayPal,3.8,0,7,July,3,Wednesday,26-35
ORD-014688,2025-07-30,2025-08-05,Standard Class,C-1677,Sofia Jones,Home Office,West,San Francisco,60,Home & Kitchen,Roomba i7+,785.94,2,1571.88,25.0,1178.91,930.22,248.69,21.09,Apple Pay,4.0,0,7,July,3,Wednesday,56+
ORD-014689,2025-07-30,2025-08-05,Standard Class,C-1353,Jennifer Sharma,Consumer,East,Philadelphia,54,Electronics,iPad Pro 12.9,1493.62,4,5974.48,0.0,5974.48,3882.67,2091.81,35.01,Credit Card,4.1,0,7,July,3,Wednesday,46-55
ORD-014690,2025-07-30,2025-08-05,Standard Class,C-1254,Aisha Reddy,Corporate,Central,Houston,34,Clothing,Ray-Ban Aviators,224.33,1,224.33,0.0,224.33,123.63,100.7,44.89,Debit Card,4.5,0,7,July,3,Wednesday,26-35
ORD-014691,2025-07-30,2025-08-03,Second Class,C-1705,Omar Garcia,Consumer,West,San Francisco,39,Sports & Fitness,Hydro Flask 32oz,234.48,1,234.48,0.0,234.48,148.27,86.21,36.77,Credit Card,3.8,0,7,July,3,Wednesday,36-45
ORD-014692,2025-07-30,2025-08-01,First Class,C-1984,Linda Johnson,Consumer,West,Seattle,28,Home & Kitchen,Philips Hue Kit,608.11,1,608.11,0.0,608.11,379.11,229.0,37.66,PayPal,4.4,0,7,July,3,Wednesday,26-35
ORD-014693,2025-07-30,2025-08-05,Standard Class,C-1205,Mary Davis,Consumer,Central,Chicago,47,Electronics,Canon EOS R50,899.95,1,899.95,0.0,899.95,602.17,297.78,33.09,PayPal,4.1,0,7,July,3,Wednesday,46-55
ORD-014694,2025-07-30,2025-08-05,Standard Class,C-2102,Robert Williams,Consumer,Central,Chicago,40,Clothing,Levi's 501 Jeans,93.93,3,281.79,0.0,281.79,150.38,131.41,46.63,Debit Card,4.4,0,7,July,3,Wednesday,36-45
ORD-014695,2025-07-31,2025-08-02,First Class,C-1442,Susan Garcia,Consumer,Central,Chicago,41,Home & Kitchen,KitchenAid Mixer,196.75,1,196.75,15.0,167.24,128.24,39.0,23.32,Apple Pay,4.5,0,7,July,3,Thursday,36-45
ORD-014696,2025-07-31,2025-08-06,Standard Class,C-1721,Michael Johnson,Consumer,Central,Chicago,29,Clothing,Ray-Ban Aviators,157.69,3,473.07,0.0,473.07,273.63,199.44,42.16,Apple Pay,3.9,0,7,July,3,Thursday,26-35
ORD-014697,2025-07-31,2025-08-06,Standard Class,C-1736,John Chen,Corporate,East,New York,45,Electronics,Dell XPS 15,1030.15,1,1030.15,5.0,978.64,708.98,269.66,27.55,Bank Transfer,3.3,0,7,July,3,Thursday,36-45
ORD-014698,2025-07-31,2025-08-06,Standard Class,C-1225,Linda Reddy,Consumer,South,Charlotte,59,Books & Media,Deep Work,49.56,1,49.56,0.0,49.56,20.52,29.04,58.6,Credit Card,4.6,0,7,July,3,Thursday,56+
ORD-014699,2025-07-31,2025-08-06,Standard Class,C-2094,John Reddy,Home Office,East,Boston,37,Clothing,Nike Air Force 1,242.73,1,242.73,25.0,182.05,126.48,55.57,30.52,Credit Card,4.1,0,7,July,3,Thursday,36-45
ORD-014700,2025-07-31,2025-08-06,Standard Class,C-1584,David Sharma,Corporate,Central,Dallas,51,Electronics,Samsung Galaxy S24,209.51,1,209.51,20.0,167.61,144.68,22.93,13.68,Credit Card,4.4,0,7,July,3,Thursday,46-55
ORD-014701,2025-07-31,2025-08-06,Standard Class,C-1666,Susan Lee,Home Office,West,San Francisco,31,Sports & Fitness,Pull-Up Bar,135.49,2,270.98,0.0,270.98,183.17,87.81,32.4,PayPal,3.7,0,7,July,3,Thursday,26-35
ORD-014702,2025-07-31,2025-08-06,Standard Class,C-1429,James Johnson,Consumer,West,Los Angeles,35,Electronics,LG 27in 4K Monitor,1596.22,2,3192.44,0.0,3192.44,2219.49,972.95,30.48,Apple Pay,4.2,0,7,July,3,Thursday,26-35
ORD-014703,2025-07-31,2025-08-04,Second Class,C-1078,James Williams,Consumer,East,Philadelphia,42,Sports & Fitness,Pull-Up Bar,106.75,1,106.75,0.0,106.75,66.66,40.09,37.56,Debit Card,3.1,0,7,July,3,Thursday,36-45
ORD-014704,2025-07-31,2025-08-04,Second Class,C-1959,Mary Chen,Consumer,East,Boston,68,Electronics,Samsung Galaxy S24,137.15,1,137.15,25.0,102.86,94.91,7.95,7.73,Debit Card,4.2,0,7,July,3,Thursday,56+
ORD-014705,2025-07-31,2025-08-04,Second Class,C-1778,Arjun Kim,Corporate,South,Atlanta,18,Home & Kitchen,Ninja Air Fryer,69.07,1,69.07,0.0,69.07,40.5,28.57,41.36,Credit Card,3.7,0,7,July,3,Thursday,18-25
ORD-014706,2025-07-31,2025-08-04,Second Class,C-1805,Linda Singh,Corporate,Central,Houston,33,Electronics,Samsung Galaxy S24,1571.42,3,4714.26,0.0,4714.26,3299.94,1414.32,30.0,Debit Card,3.3,0,7,July,3,Thursday,26-35
ORD-014707,2025-07-31,2025-08-06,Standard Class,C-1616,Robert Kim,Consumer,West,Seattle,40,Home & Kitchen,Dyson V15 Vacuum,453.49,1,453.49,0.0,453.49,285.84,167.65,36.97,PayPal,5.0,0,7,July,3,Thursday,36-45
ORD-014708,2025-07-31,2025-08-04,Second Class,C-1076,Priya Smith,Home Office,Central,Dallas,26,Food & Grocery,Whey Protein 5lb,36.0,3,108.0,0.0,108.0,72.83,35.17,32.56,Credit Card,3.0,0,7,July,3,Thursday,26-35
ORD-014709,2025-07-31,2025-08-06,Standard Class,C-1169,Linda Davis,Consumer,East,Philadelphia,18,Sports & Fitness,Hydro Flask 32oz,263.23,2,526.46,5.0,500.14,314.55,185.59,37.11,PayPal,3.7,0,7,July,3,Thursday,18-25
ORD-014710,2025-07-31,2025-08-06,Standard Class,C-1004,Omar Johnson,Home Office,West,San Francisco,31,Books & Media,Atomic Habits,14.03,4,56.12,0.0,56.12,25.48,30.64,54.6,PayPal,2.2,0,7,July,3,Thursday,26-35
ORD-014711,2025-07-31,2025-08-06,Standard Class,C-1896,Linda Johnson,Corporate,West,Los Angeles,63,Clothing,New Balance 574,51.91,1,51.91,0.0,51.91,32.19,19.72,37.99,Debit Card,4.6,0,7,July,3,Thursday,56+
ORD-014712,2025-07-31,2025-08-06,Standard Class,C-1082,Linda Reddy,Consumer,East,Philadelphia,45,Electronics,Dell XPS 15,299.13,5,1495.65,0.0,1495.65,1037.97,457.68,30.6,Debit Card,2.7,0,7,July,3,Thursday,36-45
ORD-014713,2025-07-31,2025-08-06,Standard Class,C-1566,Sofia Patel,Consumer,South,Charlotte,42,Sports & Fitness,Hydro Flask 32oz,179.63,4,718.52,5.0,682.59,483.5,199.09,29.17,Credit Card,4.9,0,7,July,3,Thursday,36-45
ORD-014714,2025-07-31,2025-08-06,Standard Class,C-1010,James Garcia,Corporate,West,Los Angeles,30,Home & Kitchen,Ninja Air Fryer,653.02,1,653.02,20.0,522.42,380.14,142.28,27.23,Debit Card,4.2,0,7,July,3,Thursday,26-35
ORD-014715,2025-07-31,2025-08-06,Standard Class,C-1317,James Jones,Consumer,West,Los Angeles,49,Electronics,Sony WH-1000XM5,1618.51,1,1618.51,15.0,1375.73,1133.51,242.22,17.61,Credit Card,4.0,0,7,July,3,Thursday,46-55
ORD-014716,2025-07-31,2025-07-31,Same Day,C-2010,Michael Johnson,Consumer,East,Boston,49,Electronics,Sony WH-1000XM5,1574.78,4,6299.12,0.0,6299.12,3931.89,2367.23,37.58,Credit Card,3.1,0,7,July,3,Thursday,46-55
ORD-014717,2025-07-31,2025-08-06,Standard Class,C-1442,Susan Garcia,Consumer,Central,Chicago,41,Electronics,Sony WH-1000XM5,567.06,1,567.06,0.0,567.06,396.67,170.39,30.05,Credit Card,4.0,0,7,July,3,Thursday,36-45
ORD-014718,2025-07-31,2025-08-04,Second Class,C-1245,Sofia Jones,Home Office,South,Nashville,31,Sports & Fitness,Garmin Fenix 7,168.08,2,336.16,0.0,336.16,227.1,109.06,32.44,Credit Card,3.9,0,7,July,3,Thursday,26-35
ORD-014719,2025-07-31,2025-08-06,Standard Class,C-1572,David Kim,Corporate,Central,Houston,22,Home & Kitchen,Breville Espresso,75.77,1,75.77,15.0,64.4,45.58,18.82,29.22,Credit Card,4.3,0,7,July,3,Thursday,18-25
ORD-014720,2025-08-01,2025-08-05,Second Class,C-1695,Patricia Sharma,Corporate,East,Boston,28,Books & Media,The Lean Startup,46.02,4,184.08,0.0,184.08,93.25,90.83,49.34,Credit Card,4.4,0,8,August,3,Friday,26-35
ORD-014721,2025-08-01,2025-08-03,First Class,C-1560,Arjun Smith,Consumer,Central,Chicago,35,Home & Kitchen,Weber Grill,526.84,2,1053.68,0.0,1053.68,733.21,320.47,30.41,Credit Card,4.6,0,8,August,3,Friday,26-35
ORD-014722,2025-08-01,2025-08-07,Standard Class,C-1090,Sofia Johnson,Corporate,West,Seattle,38,Clothing,H&M Hoodie,34.15,1,34.15,10.0,30.73,18.17,12.56,40.87,Debit Card,3.9,0,8,August,3,Friday,36-45
ORD-014723,2025-08-01,2025-08-07,Standard Class,C-1786,Arjun Jones,Consumer,South,Atlanta,18,Books & Media,Atomic Habits,50.45,4,201.8,0.0,201.8,87.23,114.57,56.77,Credit Card,3.6,0,8,August,3,Friday,18-25
ORD-014724,2025-08-01,2025-08-01,Same Day,C-1158,Omar Jones,Consumer,South,Nashville,38,Clothing,H&M Hoodie,245.81,2,491.62,0.0,491.62,260.03,231.59,47.11,Debit Card,5.0,0,8,August,3,Friday,36-45
ORD-014725,2025-08-01,2025-08-07,Standard Class,C-1646,John Sharma,Consumer,South,Charlotte,40,Beauty & Health,The Ordinary Set,167.01,1,167.01,10.0,150.31,84.74,65.57,43.62,Credit Card,4.0,0,8,August,3,Friday,36-45
ORD-014726,2025-08-01,2025-08-07,Standard Class,C-1620,Arjun Williams,Consumer,East,Philadelphia,43,Home & Kitchen,IKEA KALLAX Shelf,555.47,1,555.47,20.0,444.38,344.93,99.45,22.38,Credit Card,3.2,0,8,August,3,Friday,36-45
ORD-014727,2025-08-01,2025-08-03,First Class,C-1375,John Patel,Home Office,East,Philadelphia,56,Beauty & Health,Nivea Lotion,162.88,2,325.76,0.0,325.76,186.61,139.15,42.72,PayPal,4.0,0,8,August,3,Friday,56+
ORD-014728,2025-08-01,2025-08-07,Standard Class,C-1578,Susan Lee,Consumer,Central,Chicago,40,Electronics,Canon EOS R50,1569.99,2,3139.98,0.0,3139.98,2002.48,1137.5,36.23,Credit Card,4.1,0,8,August,3,Friday,36-45
ORD-014729,2025-08-01,2025-08-07,Standard Class,C-2092,John Sharma,Corporate,South,Atlanta,43,Beauty & Health,Dove Body Wash,371.78,1,371.78,5.0,353.19,211.24,141.95,40.19,Debit Card,3.8,0,8,August,3,Friday,36-45
ORD-014730,2025-08-01,2025-08-07,Standard Class,C-1606,John Brown,Home Office,West,Los Angeles,49,Clothing,Levi's 501 Jeans,192.61,1,192.61,15.0,163.72,108.21,55.51,33.91,Credit Card,3.8,0,8,August,3,Friday,46-55
ORD-014731,2025-08-01,2025-08-05,Second Class,C-1718,Jennifer Jones,Consumer,Central,Houston,50,Electronics,Logitech MX Keys,1743.41,2,3486.82,10.0,3138.14,2180.89,957.25,30.5,PayPal,4.4,0,8,August,3,Friday,46-55
ORD-014732,2025-08-01,2025-08-03,First Class,C-1973,Susan Kim,Consumer,South,Atlanta,45,Electronics,LG 27in 4K Monitor,1026.52,1,1026.52,0.0,1026.52,689.22,337.3,32.86,Debit Card,3.9,0,8,August,3,Friday,36-45
ORD-014733,2025-08-01,2025-08-05,Second Class,C-1361,James Williams,Consumer,South,Nashville,18,Clothing,Adidas Ultraboost,128.72,1,128.72,0.0,128.72,79.34,49.38,38.36,Debit Card,4.2,0,8,August,3,Friday,18-25
ORD-014734,2025-08-01,2025-08-07,Standard Class,C-2006,Linda Reddy,Corporate,West,Los Angeles,53,Sports & Fitness,Nike Gloves,156.29,1,156.29,0.0,156.29,103.3,52.99,33.9,PayPal,4.9,0,8,August,3,Friday,46-55
ORD-014735,2025-08-01,2025-08-07,Standard Class,C-1290,Priya Garcia,Consumer,Central,Chicago,40,Home & Kitchen,Ninja Air Fryer,318.4,1,318.4,0.0,318.4,206.8,111.6,35.05,PayPal,4.3,0,8,August,3,Friday,36-45
ORD-014736,2025-08-01,2025-08-03,First Class,C-2188,Patricia Reddy,Corporate,West,San Francisco,60,Beauty & Health,Dyson Airwrap,61.5,2,123.0,0.0,123.0,64.62,58.38,47.46,Debit Card,3.2,0,8,August,3,Friday,56+
ORD-014737,2025-08-01,2025-08-05,Second Class,C-1726,Michael Sharma,Consumer,West,San Francisco,33,Clothing,Zara Blazer,63.4,1,63.4,5.0,60.23,37.05,23.18,38.49,Debit Card,3.5,0,8,August,3,Friday,26-35
ORD-014738,2025-08-01,2025-08-01,Same Day,C-2105,Patricia Smith,Home Office,South,Nashville,48,Electronics,Logitech MX Keys,381.16,1,381.16,15.0,323.99,261.27,62.72,19.36,Debit Card,3.7,0,8,August,3,Friday,46-55
ORD-014739,2025-08-01,2025-08-07,Standard Class,C-1637,Omar Patel,Consumer,South,Nashville,32,Sports & Fitness,Garmin Fenix 7,183.91,1,183.91,0.0,183.91,104.7,79.21,43.07,Google Pay,3.8,0,8,August,3,Friday,26-35
ORD-014740,2025-08-01,2025-08-05,Second Class,C-2178,Jennifer Garcia,Corporate,West,San Francisco,25,Home & Kitchen,Weber Grill,472.83,1,472.83,15.0,401.91,304.99,96.92,24.11,Apple Pay,4.9,0,8,August,3,Friday,18-25
ORD-014741,2025-08-01,2025-08-07,Standard Class,C-2157,Sofia Kumar,Corporate,South,Charlotte,54,Clothing,Gap Hoodie,38.02,2,76.04,5.0,72.24,46.49,25.75,35.65,PayPal,3.7,0,8,August,3,Friday,46-55
ORD-014742,2025-08-01,2025-08-07,Standard Class,C-2194,John Jones,Consumer,South,Charlotte,53,Books & Media,Zero to One,44.96,2,89.92,5.0,85.42,39.44,45.98,53.83,Credit Card,4.8,0,8,August,3,Friday,46-55
ORD-014743,2025-08-01,2025-08-07,Standard Class,C-1491,Omar Reddy,Corporate,South,Nashville,37,Food & Grocery,Cold Pressed Juice,37.42,5,187.1,0.0,187.1,125.43,61.67,32.96,Apple Pay,4.8,0,8,August,3,Friday,36-45
ORD-014744,2025-08-01,2025-08-07,Standard Class,C-1997,Priya Chen,Corporate,Central,Dallas,23,Electronics,Logitech MX Keys,1313.58,2,2627.16,0.0,2627.16,1834.92,792.24,30.16,Debit Card,3.7,0,8,August,3,Friday,18-25
ORD-014745,2025-08-01,2025-08-07,Standard Class,C-1462,Susan Patel,Consumer,East,Philadelphia,40,Electronics,iPad Pro 12.9,1458.91,1,1458.91,5.0,1385.96,1018.68,367.28,26.5,Credit Card,3.7,0,8,August,3,Friday,36-45
ORD-014746,2025-08-02,2025-08-08,Standard Class,C-2037,Lucas Lee,Home Office,South,Charlotte,47,Clothing,Nike Air Force 1,96.05,1,96.05,0.0,96.05,57.78,38.27,39.84,Google Pay,4.3,0,8,August,3,Saturday,46-55
ORD-014747,2025-08-02,2025-08-08,Standard Class,C-1426,Omar Brown,Consumer,Central,Chicago,33,Home & Kitchen,IKEA KALLAX Shelf,601.46,1,601.46,0.0,601.46,382.29,219.17,36.44,Debit Card,3.8,0,8,August,3,Saturday,26-35
ORD-014748,2025-08-02,2025-08-08,Standard Class,C-1778,Arjun Kim,Corporate,South,Atlanta,18,Sports & Fitness,Garmin Fenix 7,201.27,2,402.54,25.0,301.91,243.96,57.95,19.19,Credit Card,3.6,0,8,August,3,Saturday,18-25
ORD-014749,2025-08-02,2025-08-02,Same Day,C-1038,Priya Miller,Consumer,East,Boston,35,Clothing,Under Armour T-Shirt,39.55,2,79.1,5.0,75.14,43.06,32.08,42.69,Credit Card,4.5,0,8,August,3,Saturday,26-35
ORD-014750,2025-08-02,2025-08-06,Second Class,C-1805,Linda Singh,Corporate,Central,Houston,33,Sports & Fitness,Garmin Fenix 7,87.6,1,87.6,0.0,87.6,57.45,30.15,34.42,PayPal,3.7,0,8,August,3,Saturday,26-35
ORD-014751,2025-08-02,2025-08-08,Standard Class,C-1845,Arjun Patel,Consumer,West,San Francisco,38,Beauty & Health,MAC Foundation,395.8,1,395.8,0.0,395.8,209.83,185.97,46.99,PayPal,4.2,0,8,August,3,Saturday,36-45
ORD-014752,2025-08-02,2025-08-08,Standard Class,C-1004,Omar Johnson,Home Office,West,San Francisco,31,Home & Kitchen,Roomba i7+,174.38,2,348.76,0.0,348.76,230.93,117.83,33.79,Credit Card,5.0,0,8,August,3,Saturday,26-35
ORD-014753,2025-08-02,2025-08-08,Standard Class,C-1737,Jennifer Sharma,Consumer,South,Charlotte,34,Electronics,LG 27in 4K Monitor,434.52,1,434.52,0.0,434.52,310.56,123.96,28.53,Debit Card,3.9,0,8,August,3,Saturday,26-35
ORD-014754,2025-08-02,2025-08-08,Standard Class,C-1901,Omar Lee,Consumer,East,New York,29,Clothing,Levi's 501 Jeans,91.99,3,275.97,5.0,262.17,176.72,85.45,32.59,PayPal,4.0,0,8,August,3,Saturday,26-35
ORD-014755,2025-08-02,2025-08-08,Standard Class,C-1038,Priya Miller,Consumer,East,Boston,35,Books & Media,Harry Potter Set,70.61,1,70.61,15.0,60.02,32.52,27.5,45.82,Credit Card,3.6,0,8,August,3,Saturday,26-35
ORD-014756,2025-08-02,2025-08-04,First Class,C-1541,Lucas Williams,Consumer,Central,Chicago,28,Sports & Fitness,Peloton Bike+,166.97,1,166.97,5.0,158.62,92.88,65.74,41.44,Apple Pay,4.5,0,8,August,3,Saturday,26-35
ORD-014757,2025-08-02,2025-08-08,Standard Class,C-1481,Susan Chen,Consumer,Central,Dallas,59,Books & Media,Thinking Fast Slow,23.58,1,23.58,0.0,23.58,11.68,11.9,50.47,Apple Pay,4.0,0,8,August,3,Saturday,56+
ORD-014758,2025-08-02,2025-08-06,Second Class,C-1970,Jennifer Singh,Consumer,East,Philadelphia,23,Books & Media,The Lean Startup,33.35,1,33.35,0.0,33.35,18.3,15.05,45.13,Credit Card,3.6,0,8,August,3,Saturday,18-25
ORD-014759,2025-08-02,2025-08-04,First Class,C-1243,Aisha Patel,Corporate,West,Seattle,40,Clothing,H&M Hoodie,163.96,2,327.92,5.0,311.52,187.01,124.51,39.97,Credit Card,4.0,0,8,August,3,Saturday,36-45
ORD-014760,2025-08-02,2025-08-08,Standard Class,C-2148,Omar Johnson,Home Office,South,Charlotte,52,Beauty & Health,Cetaphil Moisturizer,258.9,1,258.9,10.0,233.01,136.11,96.9,41.59,Credit Card,4.1,0,8,August,3,Saturday,46-55
ORD-014761,2025-08-02,2025-08-06,Second Class,C-1681,Omar Johnson,Home Office,East,New York,44,Electronics,Logitech MX Keys,236.6,2,473.2,0.0,473.2,336.77,136.43,28.83,Apple Pay,4.4,0,8,August,3,Saturday,36-45
ORD-014762,2025-08-02,2025-08-08,Standard Class,C-1240,Lucas Davis,Consumer,East,Boston,69,Food & Grocery,Quinoa 2kg,33.32,1,33.32,0.0,33.32,21.13,12.19,36.58,PayPal,4.2,0,8,August,3,Saturday,56+
ORD-014763,2025-08-02,2025-08-04,First Class,C-1615,Priya Patel,Consumer,West,San Francisco,53,Clothing,Puma Track Pants,123.34,1,123.34,20.0,98.67,74.31,24.36,24.69,Credit Card,4.8,0,8,August,3,Saturday,46-55
ORD-014764,2025-08-02,2025-08-08,Standard Class,C-1813,Arjun Singh,Consumer,Central,Houston,48,Sports & Fitness,Nike Gloves,44.01,1,44.01,0.0,44.01,27.76,16.25,36.92,PayPal,5.0,0,8,August,3,Saturday,46-55
ORD-014765,2025-08-02,2025-08-08,Standard Class,C-1090,Sofia Johnson,Corporate,West,Seattle,38,Home & Kitchen,Nespresso Vertuo,712.66,1,712.66,10.0,641.39,436.29,205.1,31.98,Credit Card,3.4,0,8,August,3,Saturday,36-45
ORD-014766,2025-08-02,2025-08-04,First Class,C-1151,Mary Kumar,Corporate,West,San Francisco,30,Food & Grocery,Granola Bars 24pk,20.7,2,41.4,15.0,35.19,26.03,9.16,26.03,Credit Card,4.5,0,8,August,3,Saturday,26-35
ORD-014767,2025-08-03,2025-08-09,Standard Class,C-2116,John Garcia,Consumer,East,New York,30,Beauty & Health,The Ordinary Set,307.72,1,307.72,25.0,230.79,160.59,70.2,30.42,Credit Card,3.2,0,8,August,3,Sunday,26-35
ORD-014768,2025-08-03,2025-08-09,Standard Class,C-1814,Robert Kumar,Corporate,East,New York,22,Food & Grocery,Organic Almonds 1kg,52.13,2,104.26,0.0,104.26,64.04,40.22,38.58,Debit Card,5.0,0,8,August,3,Sunday,18-25
ORD-014769,2025-08-03,2025-08-05,First Class,C-1297,Lucas Davis,Consumer,Central,Dallas,36,Clothing,Gap Hoodie,181.27,3,543.81,0.0,543.81,288.32,255.49,46.98,Credit Card,4.7,0,8,August,3,Sunday,36-45
ORD-014770,2025-08-03,2025-08-09,Standard Class,C-1227,John Jones,Consumer,South,Nashville,48,Food & Grocery,Organic Almonds 1kg,36.92,2,73.84,10.0,66.46,40.91,25.55,38.44,Credit Card,4.4,0,8,August,3,Sunday,46-55
ORD-014771,2025-08-03,2025-08-07,Second Class,C-2020,Linda Patel,Corporate,Central,Houston,40,Home & Kitchen,KitchenAid Mixer,217.25,1,217.25,0.0,217.25,130.1,87.15,40.12,Credit Card,4.0,0,8,August,3,Sunday,36-45
ORD-014772,2025-08-03,2025-08-09,Standard Class,C-1985,Aisha Kim,Consumer,West,Seattle,21,Electronics,MacBook Air M3,993.63,1,993.63,0.0,993.63,702.92,290.71,29.26,Apple Pay,4.1,0,8,August,3,Sunday,18-25
ORD-014773,2025-08-03,2025-08-05,First Class,C-1325,Mary Reddy,Consumer,West,San Francisco,26,Books & Media,Harry Potter Set,79.26,2,158.52,0.0,158.52,83.92,74.6,47.06,Debit Card,3.8,0,8,August,3,Sunday,26-35
ORD-014774,2025-08-03,2025-08-09,Standard Class,C-1492,Mary Kumar,Consumer,Central,Dallas,40,Electronics,Apple Watch Series 9,1628.57,1,1628.57,0.0,1628.57,1088.77,539.8,33.15,Google Pay,3.7,0,8,August,3,Sunday,36-45
ORD-014775,2025-08-03,2025-08-09,Standard Class,C-1164,Jennifer Brown,Corporate,Central,Dallas,53,Clothing,Gap Hoodie,138.3,3,414.9,0.0,414.9,267.95,146.95,35.42,Bank Transfer,3.4,0,8,August,3,Sunday,46-55
ORD-014776,2025-08-03,2025-08-07,Second Class,C-1881,Michael Lee,Consumer,South,Atlanta,53,Clothing,Gap Hoodie,141.3,1,141.3,5.0,134.24,89.64,44.6,33.22,Credit Card,3.8,0,8,August,3,Sunday,46-55
ORD-014777,2025-08-03,2025-08-09,Standard Class,C-1945,Arjun Williams,Consumer,Central,Chicago,35,Home & Kitchen,Breville Espresso,736.3,4,2945.2,0.0,2945.2,1777.15,1168.05,39.66,Credit Card,3.1,0,8,August,3,Sunday,26-35
ORD-014778,2025-08-03,2025-08-09,Standard Class,C-1799,Mary Smith,Consumer,South,Atlanta,40,Home & Kitchen,Nespresso Vertuo,479.33,1,479.33,0.0,479.33,315.29,164.04,34.22,Google Pay,5.0,0,8,August,3,Sunday,36-45
